,﻿id,name,gender,yearOfBirth,gender_binary
1113,17414,"Fukushima, Hideko",Male,1927.0,0
1114,1131,"Fullard, George",Male,1923.0,0
1115,196,"Fuller, Isaac",Male,1606.0,0
1116,1132,"Fuller, Sue",Female,1914.0,1
1117,197,"Fulleylove, John",Male,1845.0,0
1118,1133,"Fulton, Hamish",Male,1946.0,0
1119,13623,"Furlong, William",Male,1944.0,0
1120,1134,"Furse, Charles Wellington",Male,1868.0,0
1121,198,"Fuseli, Henry",Male,1741.0,0
1122,1135,"Fussell, Michael",Male,1927.0,0
1123,1136,"Fyzee-Rahamin, Samuel",Male,1880.0,0
1124,8313,"Gaba, Meschac",Male,1961.0,0
1125,2790,"Gabie, Neville",Male,1959.0,0
1126,1137,"Gabo, Naum",Male,1890.0,0
1127,199,"Gainsborough, Thomas",Male,1727.0,0
1128,200,"Gale, William",Male,1823.0,0
1129,2658,"Gallaccio, Anya",Female,1963.0,1
1130,9553,"Gallagher, Ellen",Female,1965.0,1
1131,16522,"Gallizio, Pinot",Male,1902.0,0
1132,11460,"Gamarra, Sandra",Female,1972.0,1
1133,9102,"Gander, Ryan",Male,1976.0,0
1134,6876,"Garaicoa, Carlos",Male,1967.0,0
1135,1139,"Garbe, Richard",Male,1876.0,0
1136,10370,"Garcia Torres, Mario",Male,1975.0,0
1137,1140,"Gardiner, Clive",Male,1891.0,0
1138,201,"Gardner, Daniel",Male,1750.0,0
1139,1141,"Garet, Jedd",Male,1955.0,0
1140,202,"Garrard, George",Male,1760.0,0
1141,203,"Garstin, Norman",Male,1847.0,0
1142,1142,"Gascoyne, David",Male,1916.0,0
1143,2696,"Gaskell, Anna",Female,1969.0,1
1144,204,"Gastineau, Henry",Male,1791.0,0
1145,1143,"Gaudier-Brzeska, Henri",Male,1891.0,0
1146,1144,"Gauguin, Paul",Male,1848.0,0
1147,1145,"Gauld, Peter",Male,1925.0,0
1148,1146,"Gear, William",Male,1915.0,0
1149,205,"Geddes, Andrew",Male,1783.0,0
1150,1147,"Geden, Dennis",Male,1944.0,0
1151,11852,Gego (Gertrud Goldschmidt),Female,1912.0,1
1152,2428,"Geikie, Walter",Male,1795.0,0
1153,2352,"Gennari, Benedetto",Male,1633.0,0
1155,1148,"Gentleman, David",Male,1930.0,0
1156,1149,"Gentleman, Tom",Male,1882.0,0
1157,10435,"Genzken, Isa",Female,1948.0,1
1158,1150,"Geoffrey, Iqbal",Male,1939.0,0
1159,1151,"George, Patrick",Male,1923.0,0
1160,1152,"George, Thomas",Male,1918.0,0
1162,1153,"Gere, Charles M.",Male,1869.0,0
1163,1154,"Gere, Margaret",Female,1878.0,1
1164,1155,"Gerrard, A.H.",Male,1899.0,0
1165,2290,"Gerrard, Kathleen",Female,1894.0,1
1166,4643,"Gersht, Ori",Male,1967.0,0
1167,2781,"Gershuni, Moshe",Male,1936.0,0
1168,1156,"Gertler, Mark",Male,1891.0,0
1169,1157,"Gethin, Percy Francis",Male,1874.0,0
1170,206,"Gheeraerts, Marcus, II",Male,1561.0,0
1171,1158,"Ghika, Nicolas",Male,1906.0,0
1172,1159,"Giacometti, Alberto",Male,1901.0,0
1173,1160,"Giardelli, Arthur",Male,1911.0,0
1174,1161,"Gibb, Phelan",Male,1870.0,0
1175,2218,"Gibbons, John",Male,1949.0,0
1176,1162,"Gibbs, Evelyn",Female,1905.0,1
1177,2737,"Gibbs, Ewan",Male,1973.0,0
1178,2329,"Gibbs, Henry",Male,1631.0,0
1179,207,"Gibson, John",Male,1790.0,0
1180,13199,"Gidal, Tim",Male,1909.0,0
1181,1163,Gilbert & George,Male,1942.0,0
1182,1164,"Gilbert, Charles Web",Male,1867.0,0
1183,208,"Gilbert, Sir Alfred",Male,1854.0,0
1184,209,"Gilbert, Sir John",Male,1817.0,0
1185,1165,"Gilbert, Stephen",Male,1910.0,0
1186,1166,"Gilioli, Emile",Male,1911.0,0
1187,210,"Gill, Charles",Male,1742.0,0
1188,1167,"Gill, Colin",Male,1892.0,0
1189,1168,"Gill, Eric",Male,1882.0,0
1190,1169,"Gill, Macdonald",Male,1884.0,0
1191,9404,"Gill, Simryn",Female,1959.0,1
1192,1170,"Gilliam, Sam",Male,1933.0,0
1193,2592,"Gillick, Liam",Male,1964.0,0
1194,1171,"Gillies, Sir William",Male,1898.0,0
1195,2739,"Gillray, James",Male,1757.0,0
1196,1172,"Gilman, Harold",Male,1876.0,0
1197,2496,"Gilpin, Rev. William",Male,1724.0,0
1198,2578,"Gilpin, Sawrey",Male,1733.0,0
1199,1173,"Ginesi, Edna",Female,1902.0,1
1200,1174,"Ginger, Phyllis",Female,1907.0,1
1201,1175,"Ginner, Charles",Male,1878.0,0
1202,1176,"Giobbi, Edward",Male,1926.0,0
1203,211,"Girtin, Thomas",Male,1775.0,0
1204,1177,"Gleichen, Feodora",Female,1861.0,1
1205,1178,"Gleizes, Albert",Male,1881.0,0
1206,1179,"Glendening, Alfred",Male,1861.0,0
1209,212,"Glover, John",Male,1767.0,0
1210,2309,"Gober, Robert",Male,1954.0,0
1211,1181,"Goeneutte, Norbert",Male,1854.0,0
1212,15613,"Goeritz, Mathias",Male,1915.0,0
1213,1182,"Gogh, Vincent van",Male,1853.0,0
1214,6558,"Goldblatt, David",Male,1930.0,0
1215,1183,"Golden, Grace",Female,1904.0,1
1216,2649,"Goldin, Nan",Female,1953.0,1
1217,1184,"Golding, John",Male,1929.0,0
1218,1185,"Goldschmidt, Hilde",Female,1897.0,1
1219,13568,"Goldstein, Jack",Male,1945.0,0
1220,7274,"Goldsworthy, Andy",Male,1956.0,0
1221,2207,"Golub, Leon",Male,1922.0,0
1222,11698,"Gomes, Fernanda",Female,1960.0,1
1223,1186,"Goncharova, Natalya",Female,1881.0,1
1224,11980,"Gonzalez, Beatriz",Female,1938.0,1
1225,1187,"González, Joan",Male,1868.0,0
1226,1188,"González, Julio",Male,1876.0,0
1227,10354,"Gonzalez-Foerster, Dominique",Female,1965.0,1
1228,11937,"Gonzalez-Torres, Felix",Male,1957.0,0
1229,213,"Good, Thomas Sword",Male,1789.0,0
1230,2429,"Goodall, Edward Angelo",Male,1819.0,0
1231,214,"Goodall, Frederick",Male,1822.0,0
1232,215,"Goodwin, Albert",Male,1845.0,0
1233,10750,"Goodwin, Dryden",Male,1971.0,0
1234,1189,"Gordine, Dora",Female,1895.0,1
1235,2579,"Gordon, Julia Emily",Female,1810.0,1
1236,2577,"Gordon, Lady",Female,1775.0,1
1237,2617,"Gordon, Professor Douglas",Male,1966.0,0
1239,216,"Gordon, Sir John Watson",Male,1788.0,0
1240,2497,"Gore, Charles",Male,1729.0,0
1241,1190,"Gore, Spencer",Male,1878.0,0
1242,1191,"Gorky, Arshile",Male,1904.0,0
1243,1192,"Gormley, Antony",Male,1950.0,0
1244,1193,"Gosse, Sylvia",Female,1881.0,1
1245,217,"Gotch, Thomas Cooper",Male,1854.0,0
1246,1194,"Gotlib, Henryk",Male,1890.0,0
1247,1195,"Gottlieb, Adolph",Male,1903.0,0
1248,2203,"Götz, Professor Karl-Otto",Male,1914.0,0
1249,1196,"Gouk, Alan",Male,1939.0,0
1250,218,"Gow, Andrew Carrick",Male,1848.0,0
1251,219,"Gow, Mary",Female,1851.0,1
1252,220,"Gower, George",Male,1540.0,0
1253,1197,"Gowing, Sir Lawrence",Male,1918.0,0
1254,1198,"Graeser, Camille",Male,1918.0,0
1255,1199,"Graevenitz, Gerhard von",Male,1934.0,0
1256,1200,"Graham, Dan",Male,1942.0,0
1257,2337,"Graham, Paul",Male,1956.0,0
1258,221,"Graham, Peter",Male,1836.0,0
1259,7810,"Graham, Rodney",Male,1949.0,0
1260,1201,"Grand, Roger",Male,1922.0,0
1261,1202,"Grant, Alistair",Male,1925.0,0
1262,1203,"Grant, Duncan",Male,1885.0,0
1263,2281,"Grant, Sir Francis",Male,1803.0,0
1264,8175,"Grassie, Andrew",Male,1966.0,0
1265,1204,"Grau, Enrique",Male,1920.0,0
1266,2498,"Gravelot, Hubert François",Male,1699.0,0
1267,1205,"Graveney, William",Male,1904.0,0
1268,1206,"Graves, Morris",Male,1910.0,0
1269,1207,"Gray, Douglas S.",Male,1890.0,0
1270,1208,"Gray, Ronald",Male,1868.0,0
1271,1209,"Grayson, Roy",Male,1936.0,0
1272,1210,"Greaves, Derrick",Male,1927.0,0
1273,222,"Greaves, Walter",Male,1846.0,0
1274,1211,"Greco, Emilio",Male,1913.0,0
1275,1212,"Green, Alan",Male,1932.0,0
1276,1213,"Green, Anthony",Male,1939.0,0
1277,12913,"Green, Jesse",Male,1979.0,0
1278,4531,"Green, William",Male,1934.0,0
1279,1214,"Greene, Stephen",Male,1918.0,0
1280,1215,"Greenfield, Graham",Male,1951.0,0
1281,1216,"Greenham, Peter",Male,1909.0,0
1282,2690,"Greenhill, John",Male,1642.0,0
1283,1217,"Greenwood, Philip",Male,1934.0,0
1284,223,"Gregory, Edward John",Male,1850.0,0
1285,1218,"Greiffenhagen, Maurice",Male,1862.0,0
1287,224,"Griffier, Jan, I",Male,1645.0,0
1288,13287,"Griffiths, Brian",Male,1968.0,0
1289,225,"Griffiths, John",Male,1838.0,0
1290,8155,"Grigely, Joseph",Male,1956.0,0
1291,226,"Grimm, Samuel Hieronymous",Male,1733.0,0
1292,9716,"Grimonprez, Johan",Male,1962.0,0
1293,227,"Grimshaw, Atkinson",Male,1836.0,0
1294,1220,"Grimshaw, Trevor",Male,1947.0,0
1295,8373,"Grippo, Victor",Male,1936.0,0
1296,1221,"Gris, Juan",Male,1887.0,0
1297,1222,"Gross, Anthony",Male,1905.0,0
1298,2780,"Gross, Michael",Male,1920.0,0
1299,1223,"Grosz, George",Male,1893.0,0
1300,1224,"Groth, Jan",Male,1938.0,0
1301,16674,"Grotjahn, Mark",Male,1965.0,0
1302,1225,"Gruber, Francis",Male,1912.0,0
1303,13957,"Grubic, Igor",Male,1969.0,0
1304,2741,"Guerard-Fontallard, Henri",Male,1810.0,0
1306,1226,"Guevara, Alvaro",Male,1894.0,0
1307,1227,"Guevara, Meraud",Female,1904.0,1
1308,1228,"Guillaumin, Armand",Male,1841.0,0
1309,10171,"Guimarães, Cao",Male,1965.0,0
1310,1229,"Gulich, John",Male,1864.0,0
1311,12620,"Gunn, Sir Herbert James",Male,1893.0,0
1312,2644,"Gunning, Lucy",Female,1964.0,1
1313,8144,"Guo-Qiang, Cai",Male,1957.0,0
1314,12171,"Gupta, Subodh",Male,1964.0,0
1315,1230,"Gurschner, Herbert",Male,1901.0,0
1316,2349,"Gursky, Andreas",Male,1955.0,0
1317,14992,"Gusmão, João Maria",Male,1979.0,0
1318,13899,"Gussin, Graham",Male,1960.0,0
1319,1231,"Guston, Philip",Male,1913.0,0
1320,1232,"Gutfreund, Oto",Male,1889.0,0
1321,1233,"Guthrie, Robin",Male,1902.0,0
1322,228,"Guthrie, Sir James",Male,1859.0,0
1323,1234,"Guttuso, Renato",Male,1912.0,0
1324,1235,"Gwynne-Jones, Allan",Male,1892.0,0
1325,2499,"Gyles, Henry",Male,1640.0,0
1326,2217,"Haacke, Hans",Male,1936.0,0
1327,229,"Hacker, Arthur",Male,1858.0,0
1328,2500,"Hackert, Jacob Philippe",Male,1737.0,0
1329,230,"Haden, Sir Francis Seymour",Male,1818.0,0
1330,15958,"Haerizadeh, Rokni",Male,1978.0,0
1331,1237,"Haese, Günther",Male,1924.0,0
1332,231,"Haghe, Louis",Male,1806.0,0
1333,1238,"Haile, Sam",Male,1909.0,0
1334,2231,"Hakewill, James",Male,1778.0,0
1335,3200,"Hale, Matt",Male,1958.0,0
1336,1239,"Hall, David",Male,1937.0,0
1337,232,"Hall, Harry",Male,1813.0,0
1338,1240,"Hall, Nigel",Male,1943.0,0
1339,1241,"Hall, Oliver",Male,1869.0,0
1340,2777,"Halley, Peter",Male,1953.0,0
1341,2342,"Halliday, Edward",Male,1902.0,0
1342,233,"Halswelle, Keeley",Male,1832.0,0
1343,8795,"Hamada, Shoji",Male,1884.0,0
1344,1242,"Hambling, Maggi",Female,1945.0,1
1345,18244,"Hamdan, Lawrence Abu",Male,1985.0,0
1346,1093,"Hamilton Finlay, Ian",Male,1925.0,0
1347,2404,"Hamilton, Ann",Female,1956.0,1
1348,4789,"Hamilton, Anthea",Female,1978.0,1
1349,1243,"Hamilton, Cuthbert",Male,1885.0,0
1350,234,"Hamilton, Gavin",Male,1723.0,0
1351,2686,"Hamilton, Gawen",Male,1698.0,0
1352,235,"Hamilton, James",Male,1640.0,0
1353,1244,"Hamilton, Richard",Male,1922.0,0
1354,2580,"Hamilton, William",Male,1751.0,0
1355,1245,"Hammershoi, Vilhelm",Male,1864.0,0
1356,6085,"Hammons, David",Male,1943.0,0
1357,236,"Hancock, Charles",Male,1795.0,0
1358,237,"Hand, Thomas",Male,1790.0,0
1359,2659,"Hapaska, Siobhán",Female,1963.0,1
1360,1247,"Hardaker, Charles",Male,1934.0,0
1361,2620,"Hardie, Martin",Male,1875.0,0
1362,238,"Harding, James Duffield",Male,1797.0,0
1363,2569,"Harding, The Hon. Charles Stewart, Viscount",Male,1822.0,0
1364,2501,"Harris, John",Male,1686.0,0
1365,1248,"Harrison, Margaret",Female,1940.0,1
1366,7049,"Harrison, Paul",Male,1966.0,0
1367,239,"Hart, James Turpin",Male,1835.0,0
1368,240,"Hart, Solomon Alexander",Male,1806.0,0
1370,1250,"Hartrick, Archibald Standish",Male,1864.0,0
1371,1251,"Hartung, Hans",Male,1904.0,0
1372,1252,"Hartwell, Charles Leonard",Male,1873.0,0
1373,1253,"Haseltine, Herbert",Male,1877.0,0
1374,17194,"Hashmi, Zarina",Female,1937.0,1
1375,2502,"Hassell, John",Male,1767.0,0
1376,10761,"Hatakeyama, Naoya",Male,1958.0,0
1377,241,"Hatherell, William",Male,1855.0,0
1378,2365,"Hatoum, Mona",Female,1952.0,1
1379,2503,"Haughton, Matthew",Male,1700.0,0
1380,2560,"Haughton, Moses, the Elder",Male,1734.0,0
1381,1254,"Hausmann, Raoul",Male,1886.0,0
1382,7348,"Havekost, Eberhard",Male,1967.0,0
1383,242,"Havell, William",Male,1782.0,0
1384,7134,"Haworth, Jann",Female,1942.0,1
1385,1255,"Hayden, Henri",Male,1883.0,0
1386,243,"Haydon, Benjamin Robert",Male,1786.0,0
1387,244,"Hayes, Edwin",Male,1819.0,0
1388,2369,"Hayls, John",Male,1645.0,0
1389,245,"Hayman, Francis",Male,1708.0,0
1390,1256,"Hayman, Patrick",Male,1915.0,0
1391,246,"Haynes-Williams, John",Male,1836.0,0
1392,5466,"Hays, Dan",Male,1966.0,0
1393,2505,"Hayter, John",Male,1800.0,0
1394,2504,"Hayter, Sir George",Male,1792.0,0
1395,1257,"Hayter, Stanley William",Male,1901.0,0
1396,1258,"Hayward, Alfred Robert",Male,1875.0,0
1397,1259,"Head, Tim",Male,1946.0,0
1398,2430,"Heaphy, Thomas",Male,1775.0,0
1399,247,"Hearne, Thomas",Male,1744.0,0
1400,1260,"Heath, Adrian",Male,1920.0,0
1402,1261,"Hegedusic, Krsto",Male,1901.0,0
1403,1262,"Heiliger, Bernhard",Male,1915.0,0
1404,7275,"Hein, Jeppe",Male,1974.0,0
1405,2653,"Heindorff, Michael",Male,1949.0,0
1406,14527,"Heinzmann, Thilo",Male,1969.0,0
1407,6341,"Heizer, Michael",Male,1944.0,0
1408,6343,"Held, Al",Male,1928.0,0
1409,1264,"Hélion, Jean",Male,1904.0,0
1410,1265,"Helleu, Paul",Male,1859.0,0
1411,1266,"Helman, Robert",Male,1910.0,0
1412,248,"Hemy, Charles Napier",Male,1841.0,0
1413,249,"Henderson, Charles Cooper",Male,1803.0,0
1414,1267,"Henderson, Elsie Marian",Female,1880.0,1
1415,2508,"Henderson, John",Male,1764.0,0
1416,1268,"Henderson, Nigel",Male,1917.0,0
1417,1269,"Henderson, William",Male,1941.0,0
1419,14929,"Hendricks, Barkley",Male,1945.0,0
1420,1271,"Hennell, Thomas",Male,1903.0,0
1421,1272,"Henri, Robert",Male,1865.0,0
1422,11037,"Henry, Paul",Male,1876.0,0
1423,1273,"Hepher, David",Male,1935.0,0
1424,1274,"Hepworth, Dame Barbara",Female,1903.0,1
1425,250,"Herbert, J.G.S.",Male,1862.0,0
1426,251,"Herbert, John Rogers",Male,1810.0,0
1427,1275,"Herbin, Auguste",Male,1882.0,0
1428,2593,"Herman, Andrew",Male,1961.0,0
1429,1276,"Herman, Josef",Male,1911.0,0
1430,1277,"Hermes, Gertrude",Female,1901.0,1
1431,10094,"Hernandez, Anthony",Male,1947.0,0
1432,7310,"Herold, Georg",Male,1947.0,0
1433,1278,"Heron, Patrick",Male,1920.0,0
1434,6003,"Herrera, Arturo",Male,1959.0,0
1435,9101,"Herrera, Carmen",Female,1915.0,1
1436,1279,"Herring, Ed",Male,1945.0,0
1437,252,"Herring, John Frederick",Male,1795.0,0
1438,253,"Herring, John Frederick, Junior",Male,1816.0,0
1439,13108,"Hershman, Lynn",Female,1941.0,1
1440,12045,"Hervé, Lucien",Male,1910.0,0
1441,3819,"Herwijck, Stephen",Male,1530.0,0
1442,1280,"Hesse, Eva",Female,1936.0,1
1443,1281,"Heyboer, Anton",Male,1924.0,0
1444,254,"Hickey, Thomas",Male,1741.0,0
1445,255,"Hicks, George Elgar",Male,1824.0,0
1446,1282,"Hicks, Philip",Male,1928.0,0
1447,1283,"Hide, Peter",Male,1944.0,0
1448,2762,"Higgs, Matthew",Male,1964.0,0
1450,256,"Highmore, Joseph",Male,1692.0,0
1451,257,"Hilditch, Richard H.",Male,1804.0,0
1452,1284,"Hill, Anthony",Male,1930.0,0
1453,1285,"Hill, Derek",Male,1916.0,0
1454,2376,"Hill, Gary",Male,1951.0,0
1455,258,"Hill, John",Male,1780.0,0
1456,1286,"Hiller, Susan",Female,1940.0,1
1457,1287,"Hilliard, John",Male,1945.0,0
1458,259,"Hilliard, Nicholas",Male,1547.0,0
1459,1288,"Hillier, Tristram",Male,1905.0,0
1460,260,"Hills, Robert",Male,1769.0,0
1461,1289,"Hilton, Roger",Male,1911.0,0
1462,261,"Hilton, William, the Younger",Male,1786.0,0
1463,2356,"Himid, Lubaina",Female,1954.0,1
1465,9074,"Hine, Lewis",Male,1874.0,0
1466,7255,"Hiorns, Roger",Male,1975.0,0
1467,15975,"Hirata, Minoru",Male,1930.0,0
1468,6254,"Hirschhorn, Thomas",Male,1957.0,0
1469,2308,"Hirst, Damien",Male,1965.0,0
1470,1290,"Hirst, Derek",Male,1930.0,0
1471,1291,"Hitchens, Ivon",Male,1893.0,0
1472,12497,"Hlobo, Nicholas",Male,1975.0,0
1473,2559,"Hoare, Prince",Male,1755.0,0
1474,2509,"Hoare, Sir Richard Colt",Male,1758.0,0
1475,262,"Hoare, William",Male,1707.0,0
1476,1292,"Hobbs, Peter",Male,1930.0,0
1477,1293,"Hockney, David",Male,1937.0,0
1478,7335,"Hodges, Jim",Male,1957.0,0
1479,263,"Hodges, William",Male,1744.0,0
1480,1294,"Hodgkin, Eliot",Male,1905.0,0
1481,1295,"Hodgkin, Howard",Male,1932.0,0
1482,1296,"Hodgkins, Frances",Female,1869.0,1
1483,5119,"Höfer, Candida",Female,1944.0,1
1484,264,"Hofland, Thomas Christopher",Male,1777.0,0
1485,1297,"Hoflehner, Rudolf",Male,1916.0,0
1486,1298,"Hofmann, Hans",Male,1880.0,0
1487,1299,"Hogarth, Paul",Male,1917.0,0
1488,265,"Hogarth, William",Male,1697.0,0
1489,1300,"Hokanson, Lars",Male,1942.0,0
1490,266,"Holbein, Hans, the Younger",Male,1497.0,0
1491,1301,"Holden, Cliff",Male,1919.0,0
1492,3178,"Holdsworth, Dan",Male,1974.0,0
1493,267,"Holl, Frank",Male,1845.0,0
1494,1302,"Holland, Harry",Male,1941.0,0
1495,268,"Holland, James",Male,1799.0,0
1496,6253,"Höller, Carsten",Male,1961.0,0
1497,269,"Holloway, Charles Edward",Male,1838.0,0
1498,1303,"Hollweg, Alexander",Male,1936.0,0
1499,270,"Holman, Francis",Male,1767.0,0
1500,1304,"Holmes, Sir Charles John",Male,1868.0,0
1501,271,"Holmes, Sir Richard Rivington",Male,1835.0,0
1502,1305,"Holroyd, Sir Charles",Male,1861.0,0
1503,572,"Holst, Theodor von",Male,1810.0,0
1504,1306,"Holt, Lilian",Female,1898.0,1
1505,272,"Holworthy, James",Male,1781.0,0
1506,15525,"Holyhead, Robert",Male,1974.0,0
1507,1307,"Holzer, Jenny",Female,1950.0,1
1508,1308,"Hone, Evie",Female,1894.0,1
1509,273,"Hone, Nathaniel",Male,1718.0,0
1510,274,"Hone, Nathaniel",Male,1831.0,0
1511,2510,"Hook, Dr Richard",Male,1635.0,0
1512,275,"Hook, James Clarke",Male,1819.0,0
1513,276,"Hoppner, John",Male,1758.0,0
1514,12116,"Hopton, Georgie",Female,1967.0,1
1515,2193,"Hopwood, Henry Silkstone",Male,1860.0,0
1516,17201,"Hore, Somnath",Male,1921.0,0
1517,14423,"Hori, Fusao",Male,1897.0,0
1518,2269,"Horn, Rebecca",Female,1944.0,1
1519,2402,"Horn, Roni",Female,1955.0,1
1520,1309,"Hornel, Edward Atkinson",Male,1864.0,0
1521,2318,"Horsfield, Craigie",Male,1949.0,0
1522,277,"Horsley, John Callcott",Male,1817.0,0
1523,1310,"Horton, Percy",Male,1897.0,0
1524,1311,"Hoskin, John",Male,1921.0,0
1525,278,"Houghton, Arthur Boyd",Male,1836.0,0
1526,1312,"House, Gordon",Male,1932.0,0
1527,1314,"Houshiary, Shirazeh",Female,1955.0,1
1528,1313,"Housman, Laurence",Male,1861.0,0
1529,1315,"Houthuesen, Albert",Male,1903.0,0
1530,1316,"How, Beatrice",Female,1867.0,1
1531,279,"Howard, Henry",Male,1769.0,0
1532,1317,"Howell, Peter",Male,1932.0,0
1533,280,"Howitt, Samuel",Male,1756.0,0
1534,2204,"Howson, Peter",Male,1958.0,0
1535,1318,"Hoyland, John",Male,1934.0,0
1536,1319,"Hubbard, John",Male,1931.0,0
1537,2303,"Hubert, Edgar",Male,1906.0,0
1538,3111,"Hudson, Anna Hope",Female,1869.0,1
1539,281,"Hudson, Thomas",Male,1701.0,0
1540,1320,"Huebler, Douglas",Male,1924.0,0
1542,282,"Huggins, William",Male,1820.0,0
1543,283,"Hughes, Arthur",Male,1832.0,0
1544,1321,"Hughes, Malcolm",Male,1920.0,0
1545,1322,"Hughes, Patrick",Male,1939.0,0
1546,1323,"Hughes-Stanton, Blair",Male,1902.0,0
1547,1324,"Hughes-Stanton, Sir Herbert",Male,1870.0,0
1548,8146,"Hugo, Valentine",Female,1887.0,1
1549,2605,"Hugonin, James",Male,1950.0,0
1550,2391,"Hulbert, Thelma",Female,1913.0,1
1551,14367,"Hulusi, Mustafa",Male,1971.0,0
1552,2403,"Hume, Gary",Male,1962.0,0
1553,284,"Humphry, Ozias",Male,1742.0,0
1554,13685,"Huner, Emre",Male,1977.0,0
1555,285,"Hunt, Alfred William",Male,1830.0,0
1556,3284,"Hunt, Kay",Female,1933.0,1
1557,1325,"Hunt, Walter",Male,1861.0,0
1558,286,"Hunt, William Henry",Male,1790.0,0
1559,287,"Hunt, William Holman",Male,1827.0,0
1560,288,"Hunter, Colin",Male,1841.0,0
1561,1327,"Hunter, Leslie",Male,1877.0,0
1562,289,"Hurlstone, Frederick Yeates",Male,1800.0,0
1563,1328,"Hurry, Leslie",Male,1909.0,0
1564,290,"Huskisson, Robert",Male,1820.0,0
1565,2431,"Hussey, Giles",Male,1710.0,0
1566,1329,"Hutchinson, Louise",Female,1882.0,1
1567,1330,"Hutton, Clarke",Male,1898.0,0
1568,9638,"Huws, Bethan",Female,1961.0,1
1569,1331,"Huxley, Paul",Male,1938.0,0
1570,5463,"Huyghe, Pierre",Male,1962.0,0
1571,291,"Huysmans, Jacob",Male,1630.0,0
1572,292,"Ibbetson, Julius Caesar",Male,1759.0,0
1573,8673,"Iglesias, Cristina",Female,1956.0,1
1574,1332,"Illes, Arpad",Male,1908.0,0
1575,1333,"Immendorff, Jörg",Male,1945.0,0
1576,1334,"Ince, Evelyn",Female,1886.0,1
1577,2432,"Ince, Joseph Murray",Male,1806.0,0
1578,293,"Inchbold, John William",Male,1830.0,0
1579,2382,"Indiana, Robert",Male,1928.0,0
1580,1335,"Inlander, Henry",Male,1925.0,0
1581,2379,"Innes, Callum",Male,1962.0,0
1582,1336,"Innes, James Dickson",Male,1887.0,0
1583,1337,"Inshaw, David",Male,1943.0,0
1586,1339,"Ipoustéguy, Jean",Male,1920.0,0
1587,1340,"Ireland, Geoffrey",Male,1923.0,0
1588,1341,"Ironside, Robin",Male,1912.0,0
1589,1342,"Irvin, Albert",Male,1922.0,0
1590,10747,"Irvine, Jaki",Female,1966.0,1
1591,1343,"Irwin, Gwyther",Male,1931.0,0
1592,10089,"Islam, Runa",Female,1970.0,1 
1594,5741,"Ivanov, Sergei",Male,1885.0,0
1595,7504,"Ivekovic, Sanja",Female,1949.0,1
1596,8378,"Jaar, Alfredo",Male,1956.0,0
1597,1344,"Jack, Richard",Male,1866.0,0
1598,1345,"Jacklin, Bill",Male,1943.0,0
1599,1346,"Jackson, Alexander Young",Male,1882.0,0
1600,1347,"Jackson, Arthur",Male,1911.0,0
1601,1348,"Jackson, F. Ernest",Male,1872.0,0
1602,294,"Jackson, Gilbert",Male,1621.0,0
1603,295,"Jackson, John",Male,1778.0,0
1604,11954,"Jackson, Melanie",Female,1968.0,1
1605,2433,"Jackson, Samuel Phillips",Male,1830.0,0
1606,1349,"Jacobs, Janice",Female,1947.0,1
1607,1350,"Jacovleff, Alexandre",Male,1887.0,0
1608,1351,"Jagger, Charles Sargeant",Male,1885.0,0
1609,1352,"James, A. Gosset",Male,1875.0,0
1610,1353,"Jamieson, Alexander",Male,1873.0,0
1611,14955,"Janas, Piotr",Male,1970.0,0
1612,1354,"Janecek, Ota",Male,1919.0,0
1613,6880,"Jankowski, Christian",Male,1968.0,0
1614,2235,"Janowich, Ron",Male,1948.0,0
1615,1355,"Jansen, Angela",Female,1929.0,1
1616,2286,"Janssen, Horst",Male,1929.0,0
1617,4779,"Jantjes, Gavin",Male,1948.0,0
1618,1356,"Japp, Darsie",Male,1883.0,0
1619,1357,"Jaray, Tess",Female,1937.0,1
1620,2327,"Jarman, Derek",Male,1942.0,0
1622,16444,"Jeanneret, Pierre",Male,1896.0,0
1623,2434,"Jefferys, James",Male,1751.0,0
1624,1358,"Jemec, Andrej",Male,1934.0,0
1625,1359,"Jenkins, Paul",Male,1923.0,0
1626,2779,"Jenney, Neil",Male,1945.0,0
1627,1360,"Jennings, Humphrey",Male,1907.0,0
1628,296,"Jennings, William George",Male,1763.0,0
1629,2275,"Jensen, Bill",Male,1945.0,0
1630,10804,"Jensen, Sergej",Male,1973.0,0
1631,1361,"Jesih, Boris",Male,1943.0,0
1632,14318,Jess,Male,1923.0,0
1633,1362,"John, Augustus, OM",Male,1878.0,0
1634,1363,"John, Gwen",Female,1876.0,1
1636,1364,"John, Sir William Goscombe",Male,1860.0,0
1637,1365,"Johns, Jasper",Male,1930.0,0
1638,1366,"Johnson, Ben",Male,1946.0,0
1639,298,"Johnson, Charles Edward",Male,1832.0,0
1640,297,"Johnson, Cornelius",Male,1593.0,0
1641,299,"Johnson, James",Male,1803.0,0
1642,16660,"Johnson, Ray",Male,1927.0,0
1643,4721,"Johnson, Thomas",Male,1628.0,0
1644,1367,"Johnstone, William",Male,1897.0,0
1645,7726,"Jonas, Joan",Female,1936.0,1
1646,1368,"Jones, Allen",Male,1937.0,0
1647,1369,"Jones, Barbara",Female,1912.0,1
1648,1370,"Jones, David",Male,1895.0,0
1649,1371,"Jones, Fred Cecil",Male,1891.0,0
1650,2776,"Jones, Gareth",Male,1965.0,0
